ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento;Custo_aquisicao;Custo_reparos;Lucro;Data_entrada_estoque;Dias_estoque;Vendedor;Origem_lead;NPS_cliente;Status_pagamento
2435;Emanuella Cunha;61;241.350.679-99;Feminino;Viúvo;uda-mata@example.org;(061) 4339 2554;Siqueira;BA;Honda;CR-V;2021;Branco;128070,14;2024-06-23;Financiamento;96652,39;4812,53;26605,22;2023-05-08;412;Paulo Castro;Busca Direta;2;Cancelado
2436;Cecilia Rios;21;958.312.674-82;Feminino;Casado;da-matamaria-fernanda@example.org;(011) 5434-8443;Pastor;RO;Peugeot;308;2016;Branco;227839,5;2025-04-03;À vista;180471,1;0,0;47368,399999999994;2024-01-18;441;Sara Pinto;Site;3;Pago
2437;Maitê Guerra;42;817.250.396-21;Feminino;Divorciado;eloapereira@example.org;81 2497-2760;Marques do Amparo;PR;Honda;Civic;2015;Cinza;105901,43;2025-01-12;Financiamento;91675,6;0,0;14225,829999999987;2023-11-26;413;Sra. Emanuelly da Cunha;Site;1;Cancelado
2438;Vitor Hugo Ferreira;31;609.842.153-60;Masculino;Solteiro;esterbarros@example.com;+55 61 7619-8785;Oliveira do Norte;MT;Chevrolet;Prisma;2016;Prata;191698,41;2025-04-06;Leasing;158013,8;9268,94;24415,670000000013;2024-01-21;441;Luana Santos;Feira;1;Em Atraso
2439;Agatha da Cunha;20;275.016.893-77;Feminino;Divorciado;maria-fernandada-cruz@example.org;+55 (061) 6738-9310;Barros;RO;Jeep;Renegade;2016;Branco;170972,93;2024-05-08;Leasing;128887,53;3796,21;38289,189999999995;2023-11-01;189;Davi Lucca Novaes;Indicação;6;Pago
2440;Maria Laura Campos;28;197.302.645-70;Feminino;Divorciado;montenegroalexia@example.com;+55 (051) 0556-3661;Fonseca;SC;Peugeot;2008;2014;Branco;178945,92;2025-02-15;Financiamento;125583,21;923,1;52439,61000000001;2024-10-14;124;Paulo Castro;Redes Sociais;5;Pago
2441;José Miguel Barbosa;52;401.639.785-57;Masculino;Viúvo;ana-luiza43@example.net;(041) 4616-4553;Sampaio do Campo;RO;Citroen;C4;2018;Branco;60212,37;2025-02-09;À vista;44010,2;2584,75;13617,420000000006;2024-05-29;256;Paulo Castro;Site;4;Pago
2442;Maria Luísa Alves;65;013.726.548-44;Feminino;Divorciado;emilly64@example.com;+55 84 6883-9880;Rodrigues de Vieira;RO;Citroen;Aircross;2018;Cinza;109975,59;2024-08-16;Leasing;96486,41;4763,64;8725,539999999994;2024-04-05;133;Emilly Gonçalves;Indicação;4;Em Atraso
2443;Nicole Pereira;18;058.674.392-83;Feminino;Solteiro;hmoura@example.net;(031) 9103-1567;Novaes;PE;Citroen;C4 Grand Picasso;2015;Branco;229225,37;2024-08-23;Financiamento;182105,63;8482,45;38637,28999999999;2024-01-31;205;Paulo Castro;Feira;9;Cancelado
2444;Josué da Paz;25;738.615.249-37;Masculino;Solteiro;correiajuan@example.net;+55 (011) 4797 4525;Fernandes;PB;Jeep;Wrangler;2018;Branco;247882,68;2024-05-04;Leasing;175437,59;0,0;72445,09;2023-11-10;176;Ian Pereira;Site;8;Em Atraso
2445;Nina da Rosa;33;027.548.136-08;Feminino;Solteiro;jose-miguel48@example.org;51 4578 7332;Ribeiro;AM;Ford;Focus;2017;Branco;133755,27;2024-10-08;À vista;104831,37;8545,98;20377,919999999995;2024-09-03;35;Luana Santos;Outros;3;Pago
2446;Guilherme Dias;24;209.367.154-99;Masculino;Divorciado;heloisa80@example.net;+55 (031) 2151-3496;Mendes;MS;Peugeot;308;2013;Vermelho;76924,01;2025-01-29;Financiamento;64168,37;5335,79;7419,849999999992;2023-07-18;561;Sra. Emanuelly da Cunha;Busca Direta;5;Em Atraso
2447;Lucas da Mota;46;849.031.257-50;Masculino;Divorciado;mathias85@example.org;0300-124-8863;Silva;RS;Ford;Ka Sedan;2022;Branco;183686,82;2024-05-10;Leasing;142440,86;1254,86;39991,10000000002;2023-11-26;166;Sara Pinto;Site;8;Em Atraso
2448;Maria Julia Nogueira;41;948.503.271-41;Feminino;Viúvo;kevincosta@example.com;0900-424-2853;Fonseca do Campo;CE;Chevrolet;S-10;2018;Vermelho;203457,97;2024-06-30;Financiamento;148282,25;2688,48;52487,24;2024-05-04;57;Sra. Emanuelly da Cunha;Busca Direta;1;Cancelado
2449;Arthur Machado;35;837.094.265-29;Masculino;Casado;marinasouza@example.org;+55 (061) 7905-7084;Costela;ES;Ford;Focus;2013;Branco;236067,08;2025-01-18;Leasing;189209,02;5270,66;41587,399999999994;2023-12-06;409;Emilly Gonçalves;Site;1;Pago
2450;Manuela Vieira;55;524.809.736-38;Feminino;Divorciado;isabelacassiano@example.com;0800-171-7170;Andrade dos Dourados;BA;Ford;Ka;2013;Cinza;165883,67;2025-01-30;Financiamento;123385,62;5984,95;36513,10000000002;2023-07-17;563;Dr. Renan Jesus;Redes Sociais;3;Em Atraso
2451;Davi Miguel Brito;19;981.573.260-95;Masculino;Solteiro;fariasbenicio@example.org;71 3526-7160;Gonçalves do Norte;PR;Citroen;C4;2014;Cinza;97131,02;2025-02-18;Leasing;73403,59;5432,73;18294,700000000008;2024-02-24;360;Luana Santos;Site;4;Cancelado
2452;Gael Henrique Vieira;49;314.892.560-24;Masculino;Viúvo;usilva@example.com;+55 (041) 9748 0533;Araújo;RR;Peugeot;3008;2021;Branco;190916,25;2024-07-31;Leasing;144301,33;2591,94;44022,98000000001;2024-04-23;99;Luna Lima;Feira;8;Pago
2453;Marcela Freitas;67;519.427.683-46;Feminino;Casado;hferreira@example.com;(061) 3529-4166;Gonçalves;MA;Citroen;C3;2020;Prata;141161,52;2024-05-25;À vista;110686,12;6805,38;23670,019999999993;2023-07-02;328;Paulo Castro;Site;5;Pago
2454;Vitor Gomes;26;890.765.124-85;Masculino;Solteiro;garciaisaac@example.org;51 5027 6220;Sales do Oeste;RS;Hyundai;Tucson;2020;Prata;182605,78;2024-05-02;Financiamento;132554,44;9990,8;40060,53999999999;2023-10-28;187;Luna Lima;Site;2;Pago
2455;Felipe Pires;36;837.106.924-31;Masculino;Divorciado;leaoemilly@example.net;(084) 7496-4647;Casa Grande;AP;Peugeot;308;2016;Branco;184929,37;2024-05-18;Leasing;144369,87;9753,77;30805,73;2023-12-24;146;Alexia Cavalcanti;Redes Sociais;4;Pago
2456;Lorena Viana;35;598.740.163-10;Feminino;Viúvo;da-motamathias@example.com;+55 (084) 0456 4609;Cavalcante;SE;Ford;Ecosport;2023;Verde;203660,48;2025-02-28;Financiamento;157746,62;2051,77;43862,09000000002;2024-04-05;329;Emilly Gonçalves;Outros;3;Em Atraso
2457;Otávio Garcia;37;847.362.190-50;Masculino;Casado;andradelara@example.com;+55 (084) 6936 7125;Lopes;SP;Chevrolet;Prisma;2018;Verde;240104,41;2024-09-13;À vista;203965,0;0,0;36139,41;2024-06-10;95;Ian Pereira;Redes Sociais;4;Pago
2458;Valentina Correia;29;469.132.508-51;Feminino;Viúvo;martinslucas@example.org;51 3910 4077;Almeida da Praia;SP;Ford;Ka Sedan;2016;Verde;185025,45;2024-06-14;Leasing;154518,65;5589,51;24917,290000000015;2024-05-13;32;Alexia Cavalcanti;Busca Direta;5;Em Atraso
2459;Helena Alves;49;650.372.948-00;Feminino;Casado;nunesmaria-cecilia@example.net;0300 020 4006;Câmara Alegre;ES;Peugeot;308;2013;Branco;233999,47;2024-09-09;Financiamento;188999,94;4410,3;40589,229999999996;2023-12-31;253;Sra. Emanuelly da Cunha;Outros;7;Em Atraso
2460;Maria Laura Moraes;65;728.695.401-67;Feminino;Casado;davi-miguel37@example.org;31 4781-1386;Silveira;AP;Honda;CR-V;2023;Branco;109124,49;2024-12-11;Leasing;94260,35;6591,07;8273,07;2024-03-30;256;Luna Lima;Outros;6;Cancelado
2461;Fernando Leão;63;802.394.675-74;Masculino;Casado;novaisian@example.com;+55 (031) 1207-8739;das Neves da Mata;AM;Peugeot;Partner;2019;Branco;145365,04;2024-07-30;Financiamento;128300,17;9336,78;7728,090000000009;2023-12-02;241;Davi Lucca Novaes;Outros;4;Em Atraso
2462;Emilly Caldeira;65;569.037.214-52;Feminino;Divorciado;ymontenegro@example.org;(011) 1169-7024;Duarte;ES;Peugeot;208;2019;Branco;206700,88;2024-07-20;Financiamento;184665,63;1214,25;20821,0;2024-04-25;86;Dr. Renan Jesus;Busca Direta;5;Pago
2463;Juan Fonseca;65;518.640.923-51;Masculino;Solteiro;lucas-gabrielcasa-grande@example.net;(011) 7978-9317;Sampaio de Novaes;AC;Jeep;Cherokee;2022;Vermelho;216796,63;2024-12-29;Financiamento;182533,26;0,0;34263,369999999995;2023-12-18;377;Ian Pereira;Redes Sociais;10;Cancelado
2464;Manuella da Mata;65;103.264.798-13;Feminino;Divorciado;rmartins@example.com;+55 (031) 8838-1320;Pereira do Norte;GO;Peugeot;Partner;2013;Cinza;235640,6;2025-01-14;Financiamento;168610,58;0,0;67030,02000000002;2023-10-10;462;Luana Santos;Busca Direta;3;Pago
2465;Joaquim Câmara;42;651.293.048-70;Masculino;Viúvo;portoisaque@example.com;(061) 8588 3114;Cavalcante de Minas;RN;Ford;Ranger;2023;Vermelho;228470,48;2025-01-03;Leasing;172258,56;9366,58;46845,34000000001;2023-08-09;513;Davi Lucca Novaes;Busca Direta;7;Cancelado
2466;Vinicius Câmara;55;457.689.130-84;Masculino;Viúvo;manuelapacheco@example.com;0300-778-6467;Marques dos Dourados;AL;Citroen;C4;2013;Branco;110503,49;2025-03-27;À vista;92220,48;4568,02;13714,990000000009;2024-12-31;86;Ian Pereira;Feira;4;Pago
2467;Paulo Peixoto;65;458.067.239-92;Masculino;Divorciado;cavalcantecaue@example.com;+55 81 8503 9658;Rodrigues;DF;Ford;Ka Sedan;2015;Branco;71128,41;2024-09-30;Financiamento;61582,53;9018,5;527,3800000000047;2023-06-29;459;Ian Pereira;Outros;9;Pago
2468;Evelyn Costa;31;096.851.327-12;Feminino;Casado;pmarques@example.com;(071) 5639-6637;da Cruz de Vasconcelos;RJ;Ford;Focus;2013;Cinza;126766,5;2025-01-31;Financiamento;92134,73;0,0;34631,770000000004;2023-10-14;475;Dr. Renan Jesus;Outros;5;Em Atraso
2469;Luiz Miguel Pimenta;47;148.536.029-33;Masculino;Casado;mlima@example.org;(081) 5176 2999;Guerra Grande;RS;Fiat;Strada;2014;Branco;198956,4;2024-10-19;À vista;148847,81;0,0;50108,59;2024-10-05;14;Paulo Castro;Indicação;6;Pago
2470;Luigi da Mata;58;817.502.493-32;Masculino;Divorciado;hpinto@example.org;+55 84 9821 0492;Silveira Alegre;MA;Citroen;Aircross;2018;Cinza;174312,09;2024-07-12;Leasing;155802,48;5266,2;13243,409999999985;2023-07-09;369;Sara Pinto;Outros;3;Cancelado
2471;Francisco Azevedo;24;432.170.865-62;Masculino;Solteiro;marquesbenicio@example.net;(011) 5635-7047;Pinto do Oeste;SC;Peugeot;208;2021;Branco;79867,0;2025-01-06;Financiamento;68238,76;0,0;11628,240000000005;2023-10-06;458;Luana Santos;Indicação;1;Em Atraso
2472;Vitor Hugo Cassiano;31;168.390.724-87;Masculino;Solteiro;davi-lucas04@example.net;0500 025 6939;Ramos;AM;Ford;Ka;2019;Cinza;56371,31;2025-02-19;Financiamento;45985,29;3055,87;7330,149999999997;2023-11-28;449;Davi Lucca Novaes;Redes Sociais;5;Pago
2473;Maria Clara Silva;54;298.106.734-69;Feminino;Casado;alana20@example.com;(021) 1280 2290;Moura da Prata;RN;Ford;Territory;2014;Cinza;109214,96;2024-08-05;Financiamento;89445,63;0,0;19769,33;2023-07-09;393;Emilly Gonçalves;Outros;8;Em Atraso
2474;Thomas Rios;30;492.651.803-15;Masculino;Casado;maria-liz06@example.net;(031) 4579-4452;da Paz do Sul;MT;Peugeot;2008;2018;Branco;131385,89;2024-12-09;À vista;107218,31;9315,77;14851,810000000016;2024-01-01;343;Dr. Renan Jesus;Feira;10;Pago
2475;Léo das Neves;27;276.598.103-59;Masculino;Solteiro;mariana02@example.net;+55 (031) 1984-1661;Macedo;AP;Citroen;Basalt;2014;Prata;36950,14;2024-12-09;Financiamento;31002,81;0,0;5947,329999999998;2024-06-23;169;Alexia Cavalcanti;Outros;10;Em Atraso
2476;Emanuelly Abreu;67;036.957.281-59;Feminino;Viúvo;raul81@example.org;+55 (084) 5554-3963;Fonseca das Flores;PR;Citroen;C3;2019;Vermelho;61191,89;2024-08-09;Leasing;51209,1;8864,46;1118,3300000000017;2024-02-14;177;Emilly Gonçalves;Indicação;4;Pago
2477;Anthony Barbosa;52;349.825.706-47;Masculino;Casado;maria-fernanda64@example.com;0500 913 1684;Duarte do Amparo;PA;Fiat;Mobi;2022;Vermelho;124480,62;2024-10-13;Financiamento;93700,65;7749,32;23030,65;2023-06-15;486;Sra. Emanuelly da Cunha;Indicação;8;Em Atraso
2478;Alice Cassiano;40;967.583.412-91;Feminino;Solteiro;andradenicolas@example.net;0900-672-7665;Cavalcanti do Amparo;RS;Fiat;Fiorino;2021;Branco;54374,84;2024-10-01;Financiamento;43833,64;2049,52;8491,679999999997;2023-09-13;384;Luna Lima;Outros;2;Em Atraso
2479;José Albuquerque;51;065.278.194-20;Masculino;Viúvo;vieiraraquel@example.net;+55 (081) 1085-4215;Albuquerque;GO;Volskwagen;Voyage;2013;Cinza;191504,44;2024-11-09;Financiamento;171046,77;7426,89;13030,780000000013;2024-03-11;243;Luana Santos;Busca Direta;9;Cancelado
2480;Sabrina Silveira;20;718.045.326-90;Feminino;Divorciado;sophiamontenegro@example.org;0800-360-3190;Macedo do Galho;CE;Ford;Ecosport;2016;Cinza;172808,41;2024-09-15;À vista;133811,48;0,0;38996,92999999999;2023-11-09;311;Emilly Gonçalves;Feira;6;Pago
2481;Clara Nascimento;29;734.692.085-65;Feminino;Viúvo;souzaandre@example.org;+55 (041) 4294 1251;Peixoto da Mata;MA;Citroen;Basalt;2022;Cinza;63975,33;2024-07-15;À vista;48059,53;845,56;15070,240000000003;2023-11-21;237;Davi Lucca Novaes;Feira;8;Pago
2482;Ravi Lucca Ribeiro;23;132.674.895-55;Masculino;Viúvo;anthonynovais@example.com;+55 21 5473-5463;Pires;PB;Fiat;Argo;2017;Prata;215444,51;2024-11-24;Financiamento;164060,79;1777,13;49606,590000000004;2024-03-31;238;Alexia Cavalcanti;Feira;6;Pago
2483;Lorenzo Albuquerque;64;194.620.358-06;Masculino;Solteiro;abreurebeca@example.com;(084) 8914-1060;Ferreira do Amparo;PE;Citroen;C3;2019;Verde;114161,59;2024-10-13;Leasing;80826,7;4014,36;29320,53;2024-06-21;114;Sra. Emanuelly da Cunha;Busca Direta;1;Cancelado
2484;Mariane Caldeira;29;640.937.251-52;Feminino;Casado;britoeduarda@example.net;0800-872-6061;Monteiro;AM;Ford;Ka;2018;Vermelho;150232,02;2025-02-07;Financiamento;127512,91;8333,21;14385,899999999987;2024-10-19;111;Davi Lucca Novaes;Feira;4;Cancelado
2485;Lara Farias;30;013.729.458-14;Feminino;Divorciado;santoslara@example.net;+55 81 0291-8364;Rios;RN;Peugeot;308;2013;Azul;249088,69;2024-12-04;Leasing;206080,95;1139,59;41868,149999999994;2023-05-17;567;Sara Pinto;Redes Sociais;1;Pago
2486;Fernando Ribeiro;45;501.284.793-88;Masculino;Solteiro;vasconcelosdante@example.org;0300-663-0707;Lopes;DF;Volskwagen;T-Cross;2015;Cinza;98123,19;2024-11-22;Financiamento;75100,29;0,0;23022,90000000001;2023-12-10;348;Emilly Gonçalves;Busca Direta;6;Cancelado
2487;Rael da Cruz;35;659.320.784-56;Masculino;Casado;limaluiz-henrique@example.org;(084) 6187-3737;Costa do Amparo;ES;Peugeot;Partner;2013;Cinza;44671,95;2024-09-15;Financiamento;33977,81;6156,27;4537,869999999999;2024-02-21;207;Dr. Renan Jesus;Feira;1;Pago
2488;Valentim Marques;32;463.185.792-73;Masculino;Viúvo;saana-luiza@example.com;0300 074 4454;Cirino da Prata;MT;Ford;Ka;2022;Cinza;41091,33;2024-09-19;Leasing;32655,68;656,53;7779,120000000002;2023-11-06;318;Sara Pinto;Redes Sociais;6;Pago
2489;Daniela Lopes;39;389.021.574-23;Feminino;Viúvo;saapollo@example.com;+55 41 4417 2762;Alves do Galho;RJ;Ford;Ka Sedan;2019;Preto;129286,5;2025-04-11;Financiamento;102867,85;1761,96;24656,689999999995;2024-11-02;160;Luana Santos;Feira;7;Pago
2490;Eloá Gonçalves;59;561.932.407-99;Feminino;Viúvo;joao-lucascamara@example.com;(071) 1010 5560;Rocha do Norte;PI;Volskwagen;Voyage;2013;Vermelho;85785,57;2025-03-09;Leasing;68230,72;7704,35;9850,500000000005;2024-02-20;383;Emilly Gonçalves;Feira;2;Em Atraso
2491;Mathias Mendonça;18;985.304.217-79;Masculino;Casado;alexandre62@example.net;0800-125-9220;Cavalcante Grande;DF;Honda;Fit;2014;Branco;51820,42;2024-08-31;Leasing;41686,14;0,0;10134,279999999999;2024-02-29;184;Sara Pinto;Site;5;Em Atraso
2492;Aurora da Conceição;67;905.861.342-98;Feminino;Solteiro;ecunha@example.net;+55 51 9555 0322;da Mata Grande;SE;Volskwagen;Virtus;2019;Branco;183310,76;2024-05-01;À vista;136698,45;1782,25;44830,06;2024-03-18;44;Davi Lucca Novaes;Site;10;Pago
2493;Zoe Vasconcelos;51;928.507.364-65;Feminino;Divorciado;pmelo@example.com;+55 84 5658 5123;Casa Grande;TO;Volskwagen;Up;2022;Branco;236093,17;2024-12-14;Financiamento;173542,29;7907,16;54643,72;2024-08-27;109;Sara Pinto;Site;8;Em Atraso
2494;Danilo Pacheco;62;804.135.679-66;Masculino;Divorciado;sabrina64@example.com;+55 71 1769-0357;Nunes;AP;Chevrolet;Prisma;2019;Preto;166756,0;2024-06-15;Leasing;147211,31;6394,63;13150,060000000001;2023-11-09;219;Ian Pereira;Feira;8;Em Atraso
2495;Pedro Henrique Pinto;47;162.903.784-22;Masculino;Divorciado;silveiraana-laura@example.org;+55 (041) 3514 5291;Lopes do Galho;SC;Volskwagen;Amarok;2014;Vermelho;51600,45;2024-08-09;Financiamento;39112,55;3574,93;8912,969999999994;2024-03-27;135;Sra. Emanuelly da Cunha;Site;7;Cancelado
2496;Arthur Dias;68;246.071.398-31;Masculino;Viúvo;aparecidatheo@example.net;+55 71 6336 4832;da Costa do Norte;PA;Ford;Focus;2018;Verde;240992,91;2024-07-18;À vista;189236,81;965,8;50790,3;2023-07-27;357;Sra. Emanuelly da Cunha;Outros;3;Pago
2497;Theodoro da Costa;42;265.189.470-20;Masculino;Solteiro;dom43@example.org;+55 (061) 1074 5568;Oliveira;RO;Honda;HR-V;2021;Verde;106217,19;2024-05-24;À vista;81499,22;950,0;23767,97;2023-05-07;383;Davi Lucca Novaes;Site;5;Pago
2498;Joana Marques;54;523.140.896-42;Feminino;Solteiro;carvalhoanthony@example.net;(031) 9075 8187;Rios;PE;Jeep;Compass;2022;Cinza;39947,23;2024-11-02;Financiamento;30833,06;9070,92;43,25000000000182;2024-04-02;214;Luana Santos;Redes Sociais;3;Pago
2499;Aylla da Mata;51;716.524.983-46;Feminino;Divorciado;agatha52@example.org;51 5124 7514;Ferreira;PI;Volskwagen;Voyage;2014;Vermelho;236556,54;2025-01-23;Financiamento;184091,3;5664,7;46800,54000000002;2024-08-20;156;Luana Santos;Indicação;7;Cancelado
2500;Enrico Oliveira;34;196.534.207-80;Masculino;Solteiro;anthony-gabrielcavalcanti@example.com;+55 41 4235 7826;Brito da Praia;RN;Chevrolet;Onix;2023;Branco;53799,98;2024-06-27;Financiamento;48095,64;0,0;5704,340000000004;2023-11-02;238;Davi Lucca Novaes;Outros;10;Cancelado
2501;Antonella Costa;18;419.502.867-11;Feminino;Casado;caioda-cunha@example.com;0800 444 8729;Castro de Vieira;AP;Fiat;Fiorino;2019;Prata;70833,46;2025-03-09;Financiamento;59658,59;0,0;11174,87000000001;2023-10-15;511;Sra. Emanuelly da Cunha;Site;10;Cancelado
2502;Eloah Oliveira;41;584.673.920-29;Feminino;Divorciado;wmarques@example.com;61 2198-1560;Nogueira de Pires;PA;Fiat;Pulse;2013;Cinza;233449,27;2025-03-16;Financiamento;204162,27;0,0;29287,0;2023-10-31;502;Dr. Renan Jesus;Busca Direta;4;Em Atraso
2503;Matheus Barros;56;704.391.682-87;Masculino;Divorciado;silvalucas-gabriel@example.org;(051) 4885-6153;Monteiro da Serra;PR;Peugeot;Partner;2017;Branco;178480,35;2024-12-19;À vista;135884,41;6005,16;36590,78;2023-12-25;360;Davi Lucca Novaes;Outros;10;Pago
2504;Emilly Oliveira;25;315.629.748-82;Feminino;Solteiro;xfonseca@example.net;+55 (021) 0714-1220;Silveira de das Neves;PA;Ford;Territory;2022;Prata;90065,32;2024-10-06;Financiamento;63869,01;0,0;26196,310000000005;2024-06-25;103;Dr. Renan Jesus;Feira;2;Em Atraso
2505;Thales Alves;20;943.261.807-22;Masculino;Viúvo;sampaiomelina@example.com;0500-166-8031;Ramos de Nunes;RR;Peugeot;308;2015;Cinza;110790,81;2024-11-26;À vista;82282,86;9280,88;19227,07;2023-10-14;409;Alexia Cavalcanti;Redes Sociais;3;Pago
2506;Luiz Gustavo Lima;38;701.392.645-07;Masculino;Solteiro;rafaela96@example.org;+55 (031) 4509-0398;Pimenta;GO;Fiat;Strada;2017;Vermelho;229382,23;2024-12-19;Leasing;173058,87;8105,07;48218,290000000015;2024-12-09;10;Ian Pereira;Outros;5;Pago
2507;Ryan Nogueira;23;106.258.349-33;Masculino;Solteiro;limaaugusto@example.org;+55 81 0879-4983;Melo;AC;Honda;Civic;2017;Branco;121498,86;2024-05-22;Leasing;88829,24;7717,19;24952,429999999997;2024-01-05;138;Paulo Castro;Indicação;2;Cancelado
2508;Arthur Gabriel Monteiro;30;528.967.013-03;Masculino;Divorciado;agathanogueira@example.org;0800 495 6217;Costa de Teixeira;RR;Hyundai;Tucson;2017;Preto;171956,66;2024-09-18;Financiamento;144361,1;6546,62;21048,94;2024-02-08;223;Ian Pereira;Site;9;Em Atraso
2509;Otto da Mata;18;203.176.859-02;Masculino;Divorciado;umartins@example.org;+55 51 2246 8402;da Conceição;SC;Ford;Ka;2023;Prata;52795,31;2025-03-23;Financiamento;41450,77;6858,77;4485,77;2024-01-06;442;Sra. Emanuelly da Cunha;Indicação;3;Em Atraso
2510;Otto Vasconcelos;34;139.874.205-88;Masculino;Solteiro;qnunes@example.org;(021) 7047-5586;Sá de Vargas;RJ;Honda;City;2023;Branco;164927,64;2024-12-30;Financiamento;144801,57;0,0;20126,070000000007;2024-09-19;102;Luana Santos;Outros;6;Em Atraso
2511;Isabella Rocha;36;065.247.931-61;Feminino;Viúvo;nogueiramaria-vitoria@example.com;+55 (061) 3162-2924;Cassiano;BA;Peugeot;308;2019;Branco;237191,62;2024-08-24;À vista;194469,4;6678,65;36043,57;2023-06-30;421;Sra. Emanuelly da Cunha;Site;7;Pago
2512;Esther Rocha;62;329.174.605-80;Feminino;Solteiro;piresyan@example.net;51 0720 6887;Almeida da Praia;AP;Ford;Ka;2018;Prata;152486,29;2025-01-27;À vista;122964,06;9583,81;19938,420000000013;2023-11-17;437;Davi Lucca Novaes;Indicação;9;Pago
2513;Benjamin Cirino;51;479.153.086-10;Masculino;Viúvo;antoniosiqueira@example.org;0500 549 9045;Ribeiro;PB;Peugeot;Partner;2016;Vermelho;232123,68;2024-05-22;Leasing;207885,07;0,0;24238,609999999986;2023-10-13;222;Davi Lucca Novaes;Feira;1;Cancelado
2514;Evelyn Oliveira;32;691.207.534-70;Feminino;Divorciado;maite50@example.net;+55 81 2588-6726;Vieira;AP;Peugeot;308;2018;Cinza;209547,0;2025-03-02;Financiamento;148162,04;7781,79;53603,16999999999;2024-08-05;209;Luna Lima;Outros;1;Cancelado
2515;Bryan Vieira;28;923.158.074-41;Masculino;Solteiro;gustavovasconcelos@example.org;0300 883 2256;Fonseca;AM;Peugeot;308;2018;Azul;156905,55;2024-10-13;Leasing;117876,38;0,0;39029,169999999984;2024-05-01;165;Davi Lucca Novaes;Outros;9;Em Atraso
2516;Maria Vitória Vasconcelos;59;684.950.713-39;Feminino;Divorciado;riosluiz-felipe@example.org;+55 (051) 6958 1676;Barbosa;PE;Volskwagen;Polo;2020;Cinza;197879,39;2024-04-22;Leasing;149469,61;0,0;48409,78000000003;2024-03-15;38;Emilly Gonçalves;Feira;4;Cancelado
2517;Sofia Ribeiro;35;297.481.036-50;Feminino;Viúvo;lvargas@example.net;+55 41 9870-4478;Gonçalves do Campo;MS;Peugeot;308;2018;Azul;210920,75;2024-05-10;Financiamento;189152,55;0,0;21768,20000000001;2023-08-20;264;Paulo Castro;Busca Direta;7;Pago
2518;Davi Dias;30;798.140.536-00;Masculino;Divorciado;henryborges@example.com;61 4329-9923;Aparecida da Prata;SP;Ford;Ranger;2018;Branco;155775,19;2024-11-15;À vista;126504,83;7879,05;21391,31;2024-05-27;172;Emilly Gonçalves;Busca Direta;10;Pago
2519;Asafe Casa Grande;56;645.230.987-00;Masculino;Divorciado;wda-cunha@example.org;(031) 8758 2037;Cunha do Amparo;PA;Ford;Territory;2019;Azul;53974,24;2024-12-08;Financiamento;45465,57;3002,57;5506,0999999999985;2023-07-28;499;Paulo Castro;Feira;6;Pago
2520;Mateus Caldeira;53;691.273.840-04;Masculino;Solteiro;wmoreira@example.com;11 2462 9479;da Mata;AL;Fiat;Pulse;2022;Azul;80775,59;2024-10-27;À vista;65003,13;0,0;15772,46;2024-02-02;268;Paulo Castro;Redes Sociais;7;Pago
